Línea	Id propuesta	Propuesta	Tipo elemento	Id elemento	Relación	Valor	Claim?	"Claim+premise?
WHY?"	Relacionado con aspecto?	Validación premisa(s)	Coherencia lógica p->c	Consistencia p1 <> p2	Persuasión	Apelación emocioal/ética (pathos/ethos)	
895	2121		Argumento	657	A favor	Necesitamos hospitales públicos de mascotas, muchos dueños no pueden hacer frente a las abultadas facturas de los veterinarios, que en muchos casos son abusivas.	1	1	1	1	1	2	1	1	
896	2121		Argumento	658	En contra	Yo adopte un perro, y lo primero que hice fue echar cuentas si me lo podía permitir o no. Lo siento pero una mascota es un lujo y con el dinero de todos no se pagan lujos de unos pocos.	1	1	1	2	1	2	1	1	
897	2121		Aspecto	Abandono de mascotas		El problema del abandono de mascotas debido a la incapacidad de los dueños para afrontar gastos veterinarios.									
898	2121		Argumento	659	A favor	Muchas mascotas sufren el abandono de sus dueños por no poder hacer frente a los gastos veterinarios, es una lacra y una desgracia que se podría evitar.	1	0	1						
899	2121		Argumento	660	En contra	Yo tengo perros, pero los perros no son una necesidad. El que tiene un perro es por que quiere y a nadie más que a esa persona debería costarle dinero el capricho.	1	1	0	1	1	2	2	1	
900	2121		Aspecto	Responsabilidad de los dueños de mascotas		La responsabilidad de los dueños de mascotas en el cuidado y mantenimiento de sus animales.									
901	2121		Argumento	661	A favor	Yo tengo gatos, cuando los adopte, tenía trabajo y medios de vida para mantenerlos, ahora estoy en el paro y aún así los cuido y procuro tenerlos al día.	0								
902	2121		Argumento	662	En contra	Considero que se debían poner impuestos mayores a la tenencia de animales por capricho. Pagamos bolsas que no se usan pagamos motos para recoger las cacas y tenemos que soportar el incivismo del 90 de propietarios de animales de compañía por capricho.	1	1	1	1	1	1	1	2	
903	2121		Aspecto	Beneficios emocionales de las mascotas		La importancia de las mascotas para el bienestar emocional, especialmente en poblaciones vulnerables como los ancianos.									
904	2121		Argumento	663	A favor	Por otra parte hay una gran población anciana que tiene mascotas y desde luego les hace mucho bien esta compañía, pero desgraciadamente si tienen que hacer frente a facturas del veterinario con las escuálidas pensiones que tienen nos les llega y quien sufre, como siempre el animal, que acaba sacrificado o abandonado a su suerte.	1	0	1						
905	2121		Argumento	664	En contra	Pero quizá la solución es dejar de pagar pensiones de miseria no poner sanidad pública para animales.	1	0	1						
906	2121		Aspecto	Educación y civismo en tenencia de mascotas		La necesidad de mejorar la educación y el civismo entre los dueños de mascotas.									
907	2121		Argumento	665	A favor	Para tteleda, Cierto es que una gran parte de la gente que tiene mascotas son incívicas por no recoger las cacas de sus mascotas, todo es una cuestión de educación y respeto.	1	1	1	1	1	1	2	2	
908	2121		Argumento	666	En contra	Pero a esas personas hay que castigarlas de alguna forma y la única que veo es rascarles el bolsillo.	1	0	1						
909	2121		Aspecto	Financiación y subvenciones para el cuidado de mascotas		La discusión sobre la necesidad de financiación y subvenciones para el cuidado de mascotas.									
910	2121		Argumento	667	A favor	Betados, yo no pido una sanidad pública gratuita para mascotas, pido hospitales públicos para mascotas con algún tipo de subvención, el resto lo pagaríamos quienes hiciéramos uso de ella.	1	0	1						
911	2121		Aspecto	Necesidad vs. Lujo en la tenencia de mascotas		El debate sobre si las mascotas son una necesidad o un lujo.									
912	2121		Argumento	668	A favor	Quizás los perros no sean una necesidad, pero tampoco es un lujo, muchos tenemos mascotas porque fueron abandonados por personas sin pizca de alma ni corazón, y algunos decidimos darles un hogar.	1	1	1	2	1	2	1	2	
913	2121		Argumento	669	En contra	Son un capricho vecin@.	1	0	1						
914	2121		Aspecto	Impacto de mascotas en la calidad de vida		La influencia de las mascotas en la calidad de vida de las personas, especialmente en contextos urbanos.									
915	2121		Argumento	670	A favor	Cuando consideremos a las mascotas habitantes de la ciudad, en igualdad de condiciones y respeto que las personas, el debate cobraría otro significiado. No se trata de un lujo o un objeto. Apoyo esta iniciativa.	1	1	0	1	1	1	1	2	
916	2121		Argumento	671	En contra	Hola Maria cm, si tenemos que esperar a que la gente se haga civica, mis nietos tendrán que jugar en parques infantiles llenos de cacas de perros y de personas que dejan a sus perros en libertad en estos lugares, habiendo letreros que prohíben estas situaciones.	0								
917	2121		Aspecto	Accesibilidad a servicios veterinarios		La accesibilidad y disponibilidad de servicios veterinarios para todos los dueños de mascotas.									
918	2121		Argumento	672	A favor	Bueno, tal vez habría que pedir la bajada de impuestos y no tendríamos que pagar tanto por cada cosa.	1	0	1						
919	2121		Aspecto	Rol de las mascotas en la sociedad		El papel y la importancia de las mascotas en la sociedad y cómo se les debería tratar.									
920	2121		Argumento	673	A favor	Según para qué personas son un capricho, a lo mejor para ti lo son, para mi vecina que es ciega es una necesidad. Todo es cuestión de empatía.	0								
921	2121		Aspecto	Gestión de recursos públicos para mascotas		La gestión y asignación de recursos públicos para el cuidado y bienestar de las mascotas.									
922	2121		Argumento	674	A favor	Claro que a todos nos vendría bien una bajada de impuestos, pero ya puestos a pedir, también en lugar de que hubiera una casilla en la declaración de la renta que financia la iglesia, que hubiera otra que quien quiera pueda poner una por en apoyo a los animales sin hogar, que desaparezcan las perreras y estos animales vayan a albergues donde estén bien controlados, cuidados hasta que encuentren familias que los quieran.	0								
923	2135	Eliminar los APR													
924	2135	Propongo la eliminación de los APR actuales barrio de las letras y barrio de opera Los ciudadanos deberíamos poder circular libremente por cualquier barrio de nuestra ciudad.													
925	2135		Aspecto	Uso Sostenible		Uso racional y equitativo de las calles									
926	2135		Argumento	675	A favor	Las APR son espacios en los que se restringe el acceso de vehículos a los no residentes con el objetivo de preservar el uso sostenible de las vías comprendidas en las mismas.	1	0	0						
927	2135		Argumento	676	En contra	"¿uso sostenible?, que pasa, que si los residentes acceden, están usando las calles que pagamos todos de manera sostenible, pero si accedo yo no, por supuesto; y si ellos vienen por mi barrio, están usándolas, según tu explicación, de manera sostenible, puesto que mi zona no es APR Distrito de Tetuán; es que es totalmente irracional, lo veas como lo veas."	-1								
928	2135		Aspecto	Contaminación Atmosférica		Reducción de la polución del aire									
929	2135		Argumento	677	A favor	Disminución de los problemas de contaminación atmosférica.	1	0	1						
930	2135		Argumento	678	En contra	Por cerrar 3 barrios al tráfico, los problemas de contaminación van a seguir siendo los mismos e incluso se incrementará, puesto que la gente en lugar de entrar en el APR de Ópera, aparcará en las inmediaciones, e irán andando hasta esa zona, atascando por supuesto las zonas aledañas, y no permitiendo que la distribución del tráfico en la capital sea uniforme.	1	1	1	1	1	2	1	1	
931	2135		Aspecto	Contaminación Acústica		Reducción del ruido ambiental									
932	2135		Argumento	679	A favor	Disminución de contaminación acústica.	1	0	1						
933	2135		Argumento	680	En contra	"la contaminación acústica no sólo la producen los vehículos; las calles peatonales como Arenal, tienen una contaminación acústica insufrible, y es producida por las miles de personas que de lunes a domingo pasan por esta calle, que hablan a voces, o que simplemente 200 personas hablando a la vez, pues provocan alboroto."	1	1	1	1	2	2	2	1	
934	2135		Aspecto	Acceso a Servicios		Facilitación del acceso a servicios esenciales									
935	2135		Argumento	681	A favor	Permite el acceso a transporte público, servicios de emergencias y carga y descarga servicios necesarios para los vecinos de la zona.	1	0	1						
936	2135		Argumento	682	En contra	Este punto no se que decirte la verdad, es que para mi que puedan acceder taxis, autobuses o carga y descarga, me viene a dar un poco igual, no vivo allí.	0								
937	2135		Aspecto	Aparcamiento		Incremento de plazas de aparcamiento									
938	2135		Argumento	683	A favor	Aumento de plazas de aparcamiento en superficie.	1	0	1						
939	2135		Argumento	684	En contra	No sirve de nada que haya más plazas de aparcamiento en superficie si las mismas van a estar vacía las 24 horas al día, lo disfrutarán los residentes de la zona, y yo creo que ni eso, ya que muchos tendrán plazas de aparcamiento privadas.	1	1	1	0	1	1	1	1	
940	2135		Aspecto	Uso de Motocicletas		No penalización del uso de motos									
941	2135		Argumento	685	A favor	Si tienes moto, no se penaliza su uso.	1	0	1						
942	2135		Argumento	686	En contra	Me alegra enormemente que las motos puedan acceder, pero yo me compre un coche, y no una moto, entonces no me sirve de nada que las dejen entrar, y desde luego a estas alturas no me voy a comprar una moto, ya me gaste el dinero en un coche.	0								
943	2135		Aspecto	Impuestos y Tarifas		Equidad en la imposición de impuestos									
944	2135		Argumento	687	A favor	El Impuesto sobre Vehículos de Tracción Mecánica es un tributo directo que grava la titularidad de los vehículos de esta naturaleza, aptos para circular por las vías públicas, cualesquiera que sean su clase y categoría.	1	0	0						
945	2135		Argumento	688	En contra	Eso lo dirás tú, el impuesto de circulación, se paga entre otras cosas, por el desgaste que hacen los vehículos en el asfaltado de la ciudad, si yo no puedo acceder a ciertas calles, no desgasto su asfalto, lo hacen sus propios residentes, pero sin embargo, yo pago por el asfaltado de las mismas, y eso no debe de ser así.	1	1	1	1	1	2	1	1	
946	2135		Aspecto	Desigualdad entre Ciudadanos		Creación de desigualdades entre residentes y no residentes									
947	2135		Argumento	689	En contra	lo único que provocan es la desigualdad entre unos ciudadanos y otros, formando todos parte de la misma sociedad, y pagando los mismos impuestos.	1	1	1	1	0	0	1	2	
948	2135		Aspecto	Medidas Alternativas		Propuestas de soluciones alternativas a los APR									
949	2135		Argumento	690	A favor	Conozco el problema de las calefacciones centrales de carbón/gasóleo/gas natural. Ten por supuesto que se luchará por cambiar ese modelo de calefacción, incentivando la instalación de sistemas más limpios.	1	0	0						
950	2135		Argumento	691	En contra	Por cierto, todos los problemas de contaminación de Madrid, siempre se achacan a los vehículos, no siendo así en parte, aun quedan en Madrid miles de calefacciones de carbón, que si no lo sabes contaminan como una decena de vehículos, las que no son de carbón, son de gasóleo, que es más de lo mismo, y las que no, son de gas natural, que aunque contamine menos, sigue siendo contaminante.	1	0	1						
951	2135		Aspecto	Eficiencia Energética		Promoción de energías limpias y eficientes									
952	2135		Argumento	692	A favor	La ciudad tiene que ir apostando por energías renovables, y por un modelo de movilidad más sostenible.	1	0	1						
953	2135		Argumento	693	En contra	Por cierto, el transporte público como el metro y la renfe, se mueven gracias a la electricidad, producida como te he explicado antes, en su mitad de manera contaminante.	1	0	1						
954	2135		Aspecto	Equidad en el Acceso		Igualdad en el acceso a las zonas restringidas									
955	2135		Argumento	694	En contra	Puede entrar en esos barrio, siempre que sea residente o pida el oportuno permiso tiene que justificarlo El impuesto que paga no es de circulación, sino de posesión. Por tener un coche, debe pagar los impuestos que conlleva su posesión.	1	0	1						
956	2135		Aspecto	Impacto Económico		Consecuencias económicas de los APR									
957	2135		Argumento	695	A favor	Menos mal que hace calor, porque sino estaríamos muchísimo peor. Hay que ir poco a poco contra el problema.	0								
958	2135		Argumento	696	En contra	Por cerrar 3 ó 4 barrios, Madrid va a continuar contaminado. Continua. Continuación ya tengo el depósito del coche lleno para todo el mes, y no me da la gana de gastarme entre 3€ y 4€ extras para ir a trabajar, ya me los he gastado en combustible. Parece que somos europeos para lo que nos conviene, para todo lo demás, somos españoles. Que ruina de país!	-2								
959	2135		Aspecto	Impacto Social		Efectos sociales de los APR									
960	2135		Argumento	697	A favor	Solo con eso, se demuestra que las zonas APR mejorar la sostenibilidad de la zona. Lo de la contaminación, se nota sin duda.	1	0	0						
961	2412	Metro para viajeros de tren y avión													
962	2412	Muchas estaciones son utilizadas por viajeros con destino a estaciones de tren y al aeropuerto y trasladando maletas.													
963	2412		Aspecto	Accesibilidad		Facilitar el acceso al metro para viajeros con maletas y movilidad reducida									
964	2412		Argumento	698	A favor	¿Metro más accesible? Así puedes unificar los intereses de la gente que viaja y porta maletas, y a su vez, puedes indicar que favorece que las personas con movilidad reducida, padres con bebes.	1	1	1	1	1	2	2	1	
965	2412		Argumento	699	A favor	Hay una propuesta llamada metro accesible y hay otras propuestas para movilidad reducida etc. Por eso esta es concreta para viajeros con maletas de hasta 20 kg.	0								
966	2412		Argumento	700	En contra	Técnicamente, ¿dan el mismo servicio no? Por eso, lo mismo sería bueno cerrar la propuesta, y concentrarse en una que facilite la movilidad a todos Viajeros con equipaje, personas con movilidad reducida, carritos de bebe.	1	0	1						
967	2412		Aspecto	Imagen turística		Mejorar la imagen turística de Madrid con infraestructura adecuada en el metro									
968	2412		Argumento	701	A favor	Es muy necesario poner ascensores y/o escaleras mecánicas por la cantidad de turismo que hay sobretodo en la zona centro. Damos muy mala imagen a turistas y estudiantes extranjeros que llegan a la ciudad con sus maletas, intentando subir y bajar con ellas por las escaleras.	1	1	1	1	1	2	2	2	
969	2412		Argumento	702	En contra	Si quieren comodidad en el transporte al aeropuerto el metro no es el medio más adecuado. Existen otros mucho más cómodos.	1	0	0						
970	2412		Argumento	703	En contra	No creo que tengamos uno de los mejores servicios públicos de enlace con el aeropuerto del mundo.	1	0	0						
971	2412		Aspecto	Promoción del transporte público		Fomentar el uso del transporte público para reducir el tráfico y la congestión									
972	2412		Argumento	704	A favor	El enorme atasco en todas las entradas de Madrid a través de todas las carreteras nacionales el pasado lunes. El eterno aparcamiento en doble fila en todo Madrid. Si no hay un buen transporte público, Madrid seguirá siendo un caos circulatorio.	1	1	1	1	2	2	2	1	
973	2412		Argumento	705	En contra	Creo que todo es susceptible de mejora, claramente, pero que disponemos de uno de los mejores servicios públicos de enlace con el aeropuerto, de todo el mundo.	1	0	1						
974	2412		Argumento	706	En contra	El servicio al aeropuerto es un servicio extra del metro, no tiene que estar perfectamente adecuado para las distintas circustancias como solicita usted en su ultima frase.	1	1	0	0	2	1	1	0	
975	2412		Aspecto	Efectividad de la propuesta		Cuestionar la efectividad y la conveniencia de unificar propuestas similares									
976	2412		Argumento	707	A favor	Podemos moderarnos nosotros mismos, y tu que eres el que ha propuesto la idea, puedes hablar con las otras personas para unificar ideas y promover una única propuesta.	0								
977	2412		Argumento	708	A favor	He entrado en los cuatro enlaces, he comentado que tengo una propuesta similar para intentar unificarlas.	-1								
978	2412		Argumento	709	En contra	Sí, los demás pueden cerrar la suya. También cabe que haya un moderador aquí que se dedicase a unificar propuestas similares que abarcasen todas las opciones planteadas. Yo no puedo leer todas las que hay y no voy a hacer ese trabajo.	-1								
979	2412		Argumento	710	En contra	Me parece apropiado Vicente. He podido leer algún post sobre el problema de las duplicidades.	-1								
980	2412		Aspecto	Competencia y autoridad		Determinar la autoridad responsable del metro y su capacidad para implementar cambios									
981	2412		Argumento	711	A favor	La inauguración de la l8 la hicieron conjuntamente Aguire y Gallardón. Si lo es para inaugurar, que lo sea para arreglar problemas o exigir a la Comunidad dichas soluciones.	1	1	1	2	0	1	1	0	
982	2412		Argumento	712	A favor	El 90% de los usuarios de Metro viven en Madrid capital, algo tendrá que decir nuestro Ayuntamiento.	1	1	1	2	0	1	1	0	
983	2412		Argumento	713	En contra	El ayuntamiento podrá presionar pero no tiene competencias. El Metro es de la Comunidad de Madrid.	1	1	1	2	2	1	1	0	
984	2412		Argumento	714	En contra	A eso me refiero, a que presione pues, si puede acudir a las inauguraciones a bombo y platillo, ¿cómo no va a poder presionar si el 90% de los usuarios residen en la ciudad de Madrid?	1	0	1						
985	2445	Control de la circulación de motos por las aceras													
986	2445	Prohibición real de circulación de motos por las aceras. Creación de aparcamientos para motos sólo en las calzadas.													
987	2445		Aspecto	Seguridad de los peatones		La preocupación por la seguridad de los peatones debido a la circulación de motos en las aceras.									
988	2445		Argumento	715	A favor	Yo misma vivo en una de esas zonas peatonales donde, por cierto hay también un parque infantil, y veo a diario como los motoristas van por la acera a unas velocidades inapropiadas.	1	0	1						
989	2445		Argumento	716	A favor	No dudo que usted sea un motorista concienciado y civilizado, que por otro lado debería ser la regla y no la excepción y créame, es usted una excepción.	1	0	0						
990	2445		Argumento	717	A favor	Por favor, acérquese a la calle Barquillo esquina Augusto Figueroa, donde los invidentes se topan con motos en la acera sin contar con ello ni tener por qué.	1	0	1						
991	2445		Argumento	718	En contra	No es necesario atropellar a un niño para poner esto de manifiesto. Las aceras son para los viandantes, así como a mí no se me ocurre ir por la calzada, aunque lo haga con todo el cuidado.	1	1	1	1	1	1	1	2	
992	2445		Argumento	719	En contra	En cuanto a los riesgos para el peatón, las motos no maniobran marcha atrás usando el motor, la visibilidad siempre es total, y a baja velocidad 4 km/h o menos, paso de peatón, que es como hay que ir o en parado, el único riesgo objetivo es la caída lateral de la motocicleta más probable en motos muy pesadas y altas con el piso deslizante y calzado inadecuado siendo totalmente improbable que dicha caída pueda afectar a un peatón.	1	0	1						
993	2445		Aspecto	Aparcamiento y espacio urbano		La gestión del espacio urbano y la creación de aparcamientos específicos para motos.									
994	2445		Argumento	720	A favor	La solución pasa por plazas específicas para motos nadie ve sentido en aparcar en la acera si hay una plaza para motoristas relativamente cercana.	1	1	1	2	1	1	1	0	
995	2445		Argumento	721	A favor	Y si además estuviese vigiladas por vídeo-cámara, y con pilotes donde anclar nuestros candados, serían hasta un muy buen reclamo para cualquier motorista.	1	0	1						
996	2445		Argumento	722	A favor	Creo que una iniciativa como esta es buena para peatones y para motoristas. Y se trata de eso, de que nos beneficiemos todos.	1	0	0						
997	2445		Argumento	723	En contra	La cuestión es ¿cuántas plazas habría que reservar para que la solución fuese eficiente? Queda claro que la demanda sería grande, y que esto solo puede hacerse a costa de mermar aún más el número de plazas para automóviles, hoy ya realmente escaso.	0								
998	2445		Argumento	724	En contra	Lo de aparcamientos en la calzada está bien, pero supone reducir aún más el número de plazas para los automóviles, ya de por sí muy escasas.	1	0	1						
999	2445		Aspecto	Respeto y concienciación		La necesidad de fomentar el respeto y la concienciación entre los motoristas para compartir el espacio urbano de manera segura y armoniosa.									
1000	2445		Argumento	725	A favor	Otra alternativa es mejorar la que hoy tenemos, seguir aparcado en aceras cuando esto sea apropiado, pero concienciando a ciertos motoristas de que esto debe hacerse desde el máximo respeto al peatón.	1	0	1						
1001	2445		Argumento	726	A favor	Por otro lado, justo al transporte público y las bicicletas, las motos suponen una de las pocas alternativas al colapso circulatorio creciente en las ciudades. Y en buena parte, es alternativa por la facilidad con la que resulta aparcar.	1	1	0	1	1	1	1	1	
1002	2445		Argumento	727	En contra	Entiendo que tanto usted como muchos motoristas lo hagan, pero le aseguro que no es el 999 No tengo ningún problema con los motoristas, mi propuesta es totalmente objetiva puesto que lo he podido ver una y mil veces por la calle.	0								
1003	2445		Argumento	728	En contra	Creo que si ningúna moto tuviera la posibilidad de pisar las aceras se acabarían bastantes problemas asociados.	0								
1004	2445		Aspecto	Legalidad y normativa		El cumplimiento y la adecuación de las normativas existentes respecto a la circulación y el aparcamiento de motos.									
1005	2445		Argumento	729	A favor	La circulación de cualquier vehículo motos incluidas por las aceras está prohibida. Las motos en las aceras solo pueden arrastrarse, como quien arrastra una bicicleta, con el motor apagado.	1	1	1	2	1	1	1	0	
1006	2445		Argumento	730	A favor	Creo que la propuesta no es objetiva. El artículo 62 de la ordenanza de movilidad de Madrid indica cuál es nuestra normativa.	1	0	1						
1007	2445		Argumento	731	A favor	No obstante, le comento como el 999 de los motociclistas hacemos al respecto. Cuando me acerco a mi destino me detengo medio minuto o más para analizar cuál es el mejor lugar para estacionar, evitando hacerlo en aceras estrechas o lugares muy transitados sin zonas muertas de tránsito de peatones aunque cumpla con la normativa.	0								
1008	2445		Argumento	732	En contra	Ésa es la teoría, pero en muchos casos no se cumple, de ahí la propuesta, aunque yo la llevo a la prohibición total.	1	0	1						
1009	2445		Argumento	733	En contra	No solo de motos, también de bicicletas que son mucho más numerosas.	0								
1010	2445		Argumento	734	En contra	Gracias por su respuesta. Le entiendo, como motorista que es, pero insisto, puedo darle muchos ejemplos de casos en los que no se respetan las normas y menos se multan.	0								
1011	2445		Aspecto	Convivencia y espacio compartido		La importancia de una convivencia armónica entre peatones y motoristas en el uso compartido del espacio urbano.									
1012	2445		Argumento	735	A favor	Debemos ser comprensivos, en la ciudad convivimos todos y debemos organizarlos para compartirla y disfrutarla todos lo mejor posible.	1	1	1	1	1	2	1	2	
1013	2445		Argumento	736	A favor	Yo me quedo con que la calzada es para los vehículos a motor y las aceras para los peatones y por eso esta iniciativa me parece estupenda.	1	1	1	2	1	2	1	1	
1014	2445		Argumento	737	A favor	Creo que si ninguna moto tuviera la posibilidad de pisar las aceras se acabarían bastantes problemas asociados.	1	0	1						
1015	2445		Argumento	738	En contra	No obstante la normativa es clara, y cualquier comportamiento vandálico puede ser fácilmente denunciado no digo ya si saliera lesionado un peatón.	1	0	1						
1016	2445		Argumento	739	En contra	Ah por cierto! aunque no se cite. El propio código de circulación nos insta a encadenar nuestras motos a mobiliario urbano como farolas o señales para evitar ser robadas allí donde la normativa lo permita. En el caso de Madrid no se permite.	1	0	0						
1017	2513	Identificación de bicicletas													
1018	2513	Cada vez circulan más bicicletas por las aceras y se saltan normas de tráfico. Para evitar la impunidad se puede tomar los datos de la matrícula para poner la oportuna denuncia.													
1019	2513		Aspecto	Convivencia en espacios compartidos		La coexistencia de bicicletas y peatones en áreas comunes									
1020	2513		Argumento	740	A favor	En ciudades donde la bicicleta es mayoritaria, como Amsterdam o Copenhague, se ven calles peatonales y plazas donde pasan bicicletas a ritmo de peatón y los peatones no se alteran.	1	0	1						
1021	2513		Argumento	741	En contra	Personalmente no me molesta mientras no tenga que parar para pasar, pero seguro que alguno de ellos son los que se molestan tanto con las bicicletas por las aceras.	1	0	1						
1022	2513		Aspecto	Seguridad y accidentes		Preocupaciones sobre la seguridad en la convivencia de bicicletas y peatones									
1023	2513		Argumento	742	A favor	Pasan el miedo a los peatones donde no sobran accidentes, La bicicleta supera la velocidad peatones.	1	1	1	1	1	1	1	2	
1024	2513		Argumento	743	En contra	Tienes toda la razón, cada vez hay más bicicletas que se saltan todo tipo de señales, van en dirección contraria, saltan los semáforos provocando sobresaltos en los transeúntes.	1	0	1						
1025	2513		Aspecto	Infraestructura vial		La necesidad de infraestructura adecuada para bicicletas									
1026	2513		Argumento	744	A favor	Quizás, y sólo quizás, sea porque Madrid no es un lugar muy acogedor para las bicicletas. Solución carriles bicicleta de verdad y no de paseo.	1	1	1	0	2	1	1	1	
1027	2513		Argumento	745	En contra	Yo creo que la mayoría de gente que va por las aceras en bicicleta es por miedo a los coches.	1	0	0						
1028	2513		Aspecto	Identificación y sanciones		La necesidad de identificar a los ciclistas para posibles sanciones									
1029	2513		Argumento	746	A favor	Muy buena propuesta. Ya está bien de que una bicicleta, que es un vehículo como otros, cometan infracciones sin posibilidad de ser identificados.	1	0	1						
1030	2513		Argumento	748	En contra	Espero igualmente que todas esas voces que reclaman multas para las bicicletas por las aceras no sean los mismos que acosan a los ciclistas con sus coches por las calzadas.	1	0	1						
1031	2513		Argumento	749	En contra	Yo no pido multas, si no todo lo contrario. Como se que es un problema de miedo a los coches, pues lo que quiero es que aprendan a circular y si no son capaces de aprender, pues que les sancionen con asistencia a cursos de educación vial.	1	1	1	0	0	1	2	2	
1032	2513		Aspecto	Impacto ambiental		El impacto de las bicicletas en el medio ambiente comparado con otros medios de transporte									
1033	2513		Argumento	753	A favor	En contra. La obligatoriedad de una matricula desincentiva el uso de la bicicleta, que en Madrid mejora la movilidad y no aumenta la contaminación.	1	1	1	2	1	2	1	1	
1034	2513		Argumento	747	En contra	Es curioso que molesten más las bicicletas por las aceras que el humo de los coches cuando antes la gente se echaba las manos a la cabeza con el tabaco y el tabaco es infinitamente menos contaminante que los coches.	1	1	1	2	1	2	1	1	
1035	2513		Aspecto	Costo de matriculación		La necesidad de identificar a los ciclistas para posibles sanciones									
1036	2513		Argumento	750	A favor	Una de las ventajas, entre otras, de las bicicletas es que no pagas impuestos por usarla. Imagino que la matriculación no será gratis. Como ventaja veo más interesante que en caso de robo se podría identificar más fácilmente.	1	0	1						
1037	2513		Aspecto	Percepción social de la bicicleta		La percepción de la bicicleta como medio de transporte en la sociedad									
1038	2513		Argumento	751	A favor	Pues yo creo que hay un gran interés por parte de los ciclistas en convertir Madrid en una ciudad amigable con la bicicleta, pero el miedo al tráfico rodado hace que algunos se decidan por la acera.	1	0	1						
1039	2513		Argumento	752	En contra	De ahí la intolerancia. El que va en coche piensa que la bicicleta va muy despacio, el peatón piensa que va muy deprisa, el que va en bicicleta piensa que el del coche es impaciente y contamina.	0								
1040	2524	Casa autogestionada autosuficiente de mujeres mayores de 50 años													
1041	2524	Propiciar un espacio común autogestionado para mujeres mayores de 50 años que quieren convivir con personas con inquietudes ecológicas, creativas y culturales.													
1042	2524		Aspecto	Discriminación y Exclusión		Las mujeres mayores enfrentan discriminación y exclusión social, agravada por la edad.									
1043	2524		Argumento	754	A favor	Las mujeres sufren una discriminación intolerable en nuestra sociedad. Y si son mayores de 50 años, la cuestión se acentúa terriblemente.	1	0	1						
1044	2524		Argumento	755	A favor	me estoy esforzando tanto precisamente para intentar paliar la descarada discriminación que sufre ese colectivo femenino mayor de 50 años en esta Comunidad, en este país y en este mundo.	0								
1045	2524		Argumento	756	En contra	Algo huele a podrido en este mudo de hombres supuestamente progresistas cuando cualquier iniciativa propuesta por una mujer para otras se considera discriminatoria.	1	1	1	0	1	1	1	2	
1046	2524		Argumento	757	En contra	La apoyaría si no fuera discriminatoria y excluyente hacia la mitad de la población.	0								
1047	2524		Aspecto	Empoderamiento y Autogestión		La propuesta empodera y promueve la autogestión de mujeres mayores de 50 años.									
1048	2524		Argumento	758	A favor	Necesitamos más personas que se impliquen de una manera más cotidiana y efectiva en este proyecto colectivo.	1	0	1						
1049	2524		Argumento	759	A favor	es necesario y porque está basado en la Economía del Bien Común, en el desarrollo sostenible y en el Ecofeminismo.	1	0	1						
1050	2524		Argumento	760	En contra	No veo discriminación por ningún lado, amigo/a Oporto. Es un proyecto para personas con las mismas inquietudes.	1	1	0	1	1	1	1	1	
1051	2524		Argumento	761	En contra	Yo creo que un proyecto impulsado desde las féminas y/o la feminidad no tiene por qué hacer que nadie se sienta discriminado por su género.	1	0	0						
1052	2524		Aspecto	Inclusión Social y Apoyo Mutuo		La propuesta fomenta la inclusión social y el apoyo mutuo entre mujeres mayores.									
1053	2524		Argumento	762	A favor	Me parece una idea atener en cuenta. En pensionemos. Org, la plataforma creada para luchar por las pensiones y un futuro mejor para nosotros los mayores.	0								
1054	2524		Argumento	763	A favor	Todo mi apoyo. La experiencia y la madurez femeninas tienen mucho que aportar a esta sociedad donde faltan aún muchos valores escondidos por desarrollar.	1	1	1	1	1	1	1	2	
1055	2524		Argumento	764	En contra	Podría ser maravilloso y una esperanza al futuro de muchas mujeres que nos encontramos ante una precariedad social que cada día avanza más y nos arrincona hasta llegar a la exclusión total.	0								
1056	2524		Argumento	765	En contra	Me parece una idea estupenda. A ver si entre todas encontramos el lugar adecuado y las ayudas que necesitáremos.	0								
1057	2524		Aspecto	Viabilidad y Logística		Se discute la viabilidad y logística del proyecto, como la búsqueda de inmuebles y organización interna.									
1058	2524		Argumento	766	A favor	Este proyecto prosperará si trabajamos en él y si hay implicación y compromiso efectivo.	1	0	1						
1059	2524		Argumento	767	A favor	Hay que buscar el inmueble adecuado, seleccionar a las personas que quieran convivir allí, realizar el acondicionamiento y la rehabilitación de la vivienda.	1	0	1						
1060	2524		Argumento	768	En contra	No basta con publicarlo en esta web, votarlo y difundirlo. Hay muchas cuestiones por perfilar y será necesaria una reunión con las personas que se impliquen.	0								
1061	2524		Argumento	769	En contra	Agradecería a todas las personas que les interese esta propuesta que se pongan en contacto conmigo.	-1								
1062	2538	Tasa municipal por cada perro que resida en Madrid													
1063	2538	La suciedad de nuestras calles está provocada por el orín y los excrementos de los perros que no tienen la culpa de que sus dueños no lo recojan. Ruego planteen por chip y perro una tasa municipal.													
1064	2538		Aspecto	Efectividad de la tasa		La eficacia de la tasa para mejorar la limpieza y el civismo									
1065	2538		Argumento	770	A favor	Estoy totalmente de acuerdo con esta propuesta, ya que estos animales generan una serie de gastos a la comunidad es justo que paguemos una tasa.	1	1	1	2	1	1	1	1	
1066	2538		Argumento	771	En contra	una tasa podría tener el efecto contrario al buscado, porque el que la pague dirá ah pues ahora paso de recoger la defecación.	1	1	1	0	2	1	1	1	
